SEX;SCORED_1_LINE;SCORED_2_LINE;SCORED;DEFENCE_0;DEFENCE_1;DEFENCE_2;DEFENCE_3;DEFENCE;GIVEN_POINT;FRAME;LANDING;LINE;OTHER_ERRORS;OVERTURNING_FAILED;ENGAGE_FAILED;SWITCH_FAILED;CONSTRUCTION_FAILED;OTHER_FOULS;FOUL;TOTAL_SHOT_1_LINE;TOTAL_SHOT_2_LINE;TOTAL_SHOT;%SHOT_SCORED_1_LINE;%SHOT_SCORED_2_LINE;%SHOT_SCORED;CAUGHT_1_LINE;CAUGHT_2_LINE;DEFENSIVE_TOUCH;CAUGHT;DROPPED;TOTAL_DEFENCE;%SHOT_DEFENDED;MIN;PPM;DPM;TRUE_POINTS;TPPM;%TRUE_SHOT_SCORED;POINT_ON_TEAM;DEFENCE_ON _TEAM;TRUE_POINT_ON_TEAM;VAL_OFF;VAL_DEF;VAL;VALPM;VAL_ON_TEAM;ROLE
0;;;14;;;;;7;2;2;;;;;;;;;;;;25;;;56;;;;4;5;;;45.0;0.3111111111111111;0.08888888888888889;12;0.26666666666666666;0.48;0.2916666666666667;0.125;0.2926829268292683;;;12.399.999.999.999.900;0.2755555555555555;0.19165378670788255;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;7;0;;;35.583.333.333.333.300;0.0;0.19672131147540983;0;0.0;;0.0;0.21875;0.0;;;8.4;0.2360655737704918;0.12982998454404948;Pivot
0;;;1;;;;;1;0;0;;;;;;;;;;;;2;;;50;;;;0;1;;;15.0;0.06666666666666667;0.0;1;0.06666666666666667;0.5;0.020833333333333332;0.0;0.024390243902439025;;;0.30000000000000004;0.020000000000000004;0.004636785162287482;Wing
0;;;1;;;;;0;1;0;;;;;;;;;;;;2;;;50;;;;0;1;;;1.5;0.6666666666666666;0.0;0;0.0;0.0;0.020833333333333332;0.0;0.0;;;-0.5;-0.3333333333333333;-0.007727975270479135;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;5;1;;;45.0;0.0;0.1111111111111111;0;0.0;;0.0;0.15625;0.0;;;5.5;0.12222222222222222;0.0850077279752705;Pivot
0;;;23;;;;;10;1;2;;;;;;;;;;;;36;;;64;;;;4;1;;;3.450.000.000.000.000;0.6666666666666665;0.11594202898550722;22;0.6376811594202897;0.6111111111111112;0.4791666666666667;0.125;0.5365853658536586;;;23.8;0.689855072463768;0.3678516228748069;Wing
0;;;2;;;;;2;0;0;;;;;;;;;;;;4;;;50;;;;1;0;;;21.416.666.666.666.600;0.0933852140077821;0.04669260700389105;2;0.0933852140077821;0.5;0.041666666666666664;0.03125;0.04878048780487805;;;2.8;0.13073929961089492;0.04327666151468316;Wing
0;;;4;;;;;4;0;0;;;;;;;;;;;;8;;;50;;;;1;2;;;32.583.333.333.333.300;0.1227621483375959;0.030690537084398974;4;0.1227621483375959;0.5;0.08333333333333333;0.03125;0.0975609756097561;;;34.000.000.000.000.000;0.10434782608695653;0.05255023183925813;Wing
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;0;0;;;3.916.666.666.666.660;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-0.2;-0.05106382978723404;-0.0030911901081916546;Pivot
0;;;3;;;;;8;4;1;;;;;;;;;;;;16;;;19;;;;5;4;;;45.0;0.06666666666666667;0.1111111111111111;-1;-0.022222222222222223;-0.0625;0.06976744186046512;0.09259259259259259;-0.03125;;;11.500.000.000.000.000;0.025555555555555564;0.015052356020942412;Wing
0;;;2;;;;;1;0;0;;;;;;;;;;;;3;;;67;;;;9;1;;;45.0;0.044444444444444446;0.2;2;0.044444444444444446;0.6666666666666666;0.046511627906976744;0.16666666666666666;0.0625;;;12.1;0.2688888888888889;0.15837696335078533;Pivot
0;;;8;;;;;6;3;0;;;;;;;;;;;;17;;;47;;;;6;3;;;27.499.999.999.999.900;0.29090909090909095;0.2181818181818182;5;0.18181818181818185;0.29411764705882354;0.18604651162790697;0.1111111111111111;0.15625;;;9.5;0.3454545454545455;0.12434554973821989;Wing
0;;;1;;;;;3;0;0;;;;;;;;;;;;4;;;25;;;;4;2;;;17.499.999.999.999.900;0.057142857142857155;0.22857142857142862;1;0.057142857142857155;0.25;0.023255813953488372;0.07407407407407407;0.03125;;;4.199.999.999.999.990;0.24000000000000002;0.054973821989528784;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;5;1;;;40.833.333.333.333.300;0.0;0.12244897959183673;0;0.0;;0.0;0.09259259259259259;0.0;;;5.5;0.1346938775510204;0.07198952879581151;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;1;;;4.166.666.666.666.660;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-0.5;-0.12;-0.006544502617801046;Pivot
0;;;16;;;;;8;2;1;;;;;;;;;;;;27;;;59;;;;7;2;;;45.0;0.35555555555555557;0.15555555555555556;14;0.3111111111111111;0.5185185185185185;0.37209302325581395;0.12962962962962962;0.4375;;;19.55;0.43444444444444447;0.2558900523560209;Wing
0;;;11;;;;;6;2;2;;;;;;;;;;;;21;;;52;;;;7;8;;;45.0;0.24444444444444444;0.15555555555555556;9;0.2;0.42857142857142855;0.2558139534883721;0.12962962962962962;0.28125;;;11.7;0.26;0.15314136125654448;Wing
0;;;2;;;;;0;0;0;;;;;;;;;;;;2;;;100;;;;11;4;;;45.0;0.044444444444444446;0.24444444444444444;2;0.044444444444444446;1.0;0.046511627906976744;0.2037037037037037;0.0625;;;13.2;0.29333333333333333;0.17277486910994763;Pivot
0;;;4;;;;;5;0;1;;;;;;;;;;;;10;;;40;;;;0;4;;;30;0.13333333333333333;0.0;4;0.13333333333333333;0.4;0.11764705882352941;0.0;0.14814814814814814;;;0.75;0.025;0.016447368421052627;Wing
0;;;2;;;;;8;0;0;;;;;;;;;;;;10;;;20;;;;4;2;;;45;0.044444444444444446;0.08888888888888889;2;0.044444444444444446;0.2;0.058823529411764705;0.125;0.07407407407407407;;;4.199.999.999.999.990;0.09333333333333332;0.0921052631578947;Pivot
0;;;0;;;;;3;2;0;;;;;;;;;;;;5;;;0;;;;6;0;;;45;0.0;0.13333333333333333;-2;-0.044444444444444446;-0.4;0.0;0.1875;-0.07407407407407407;;;4.6;0.10222222222222221;0.10087719298245611;Pivot
0;;;2;;;;;7;1;0;;;;;;;;;;;;10;;;20;;;;8;1;;;30;0.06666666666666667;0.26666666666666666;1;0.03333333333333333;0.1;0.058823529411764705;0.25;0.037037037037037035;;;8.7;0.29;0.19078947368421048;Wing
0;;;9;;;;;7;2;0;;;;;;;;;;;;18;;;50;;;;4;0;;;45;0.2;0.08888888888888889;7;0.15555555555555556;0.3888888888888889;0.2647058823529412;0.125;0.25925925925925924;;;10.399.999.999.999.900;0.23111111111111107;0.22807017543859642;Wing
0;;;14;;;;;18;2;1;;;;;;;;;;;;35;;;40;;;;6;4;;;45;0.3111111111111111;0.13333333333333333;12;0.26666666666666666;0.34285714285714286;0.4117647058823529;0.1875;0.4444444444444444;;;13.35;0.29666666666666663;0.2927631578947368;Wing
0;;;2;;;;;4;0;0;;;;;;;;;;;;6;;;33;;;;0;1;;;15;0.13333333333333333;0.0;2;0.13333333333333333;0.3333333333333333;0.058823529411764705;0.0;0.07407407407407407;;;0.7;0.04666666666666666;0.015350877192982452;Wing
1;;;1;;;;;2;0;0;;;;;;;;;;;;3;;;33;;;;3;3;;;45;0.022222222222222223;0.06666666666666667;1;0.022222222222222223;0.3333333333333333;0.029411764705882353;0.09375;0.037037037037037035;;;26.999.999.999.999.900;0.05999999999999999;0.059210526315789457;Pivot
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;2;;;15;0.0;0.06666666666666667;0;0.0;;0.0;0.03125;0.0;;;0.19999999999999996;0.01333333333333333;0.0043859649122807;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;3;0;;;3.625.000.000.000.000;0.0;0.08275862068965516;0;0.0;0.0;0.0;0.2;0.0;;;33.999.999.999.999.900;0.09379310344827584;0.1521252796420582;Pivot
0;;;6;;;;;7;1;1;;;;;;;;;;;;15;;;40;;;;2;3;;;35.666.666.666.666.600;0.16822429906542058;0.05607476635514019;5;0.14018691588785048;0.3333333333333333;0.21428571428571427;0.13333333333333333;0.21739130434782608;;;4.25;0.11915887850467291;0.19015659955257275;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;1;;;30.0;0.0;0.0;0;0.0;;0.0;0.0;0.0;;;-0.5;-0.016666666666666666;-0.022371364653243853;Pivot
0;;;3;;;;;6;0;3;;;;;;;;;;;;12;;;25;;;;3;2;;;26.499.999.999.999.900;0.11320754716981134;0.11320754716981134;3;0.11320754716981134;0.25;0.10714285714285714;0.2;0.13043478260869565;;;36.499.999.999.999.900;0.13773584905660377;0.1633109619686801;Wing
0;;;0;;;;;5;0;2;;;;;;;;;;;;7;;;0;;;;1;2;;;21.249.999.999.999.900;0.0;0.04705882352941177;0;0.0;0.0;0.0;0.06666666666666667;0.0;;;-1.3;-0.061176470588235304;-0.05816554809843402;Wing
0;;;9;;;;;8;1;3;;;;;;;;;;;;21;;;43;;;;2;3;;;33.583.333.333.333.300;0.2679900744416873;0.059553349875930514;8;0.23821339950372206;0.38095238095238093;0.32142857142857145;0.13333333333333333;0.34782608695652173;;;6.550.000.000.000.000;0.19503722084367248;0.2930648769574945;Wing
0;;;7;;;;;6;0;0;;;;;;;;;;;;13;;;54;;;;1;3;;;30.0;0.23333333333333334;0.03333333333333333;7;0.23333333333333334;0.5384615384615384;0.25;0.06666666666666667;0.30434782608695654;;;5.5;0.18333333333333332;0.24608501118568238;Wing
0;;;2;;;;;3;1;0;;;;;;;;;;;;6;;;33;;;;0;1;;;34.75;0.05755395683453238;0.0;1;0.02877697841726619;0.16666666666666666;0.07142857142857142;0.0;0.043478260869565216;;;-0.10000000000000009;-0.0028776978417266214;-0.004474272930648775;Pivot
0;;;1;;;;;1;2;2;;;;;;;;;;;;6;;;17;;;;3;2;;;45.0;0.022222222222222223;0.06666666666666667;-1;-0.022222222222222223;-0.16666666666666666;0.03571428571428571;0.2;-0.043478260869565216;;;0.8999999999999995;0.019999999999999987;0.04026845637583891;Wing
0;;;8;;;;;1;0;1;;;;;;;;;;;;10;;;80;;;;1;2;;;23.499.999.999.999.900;0.34042553191489366;0.04255319148936171;8;0.34042553191489366;0.8;0.12121212121212122;0.02702702702702703;0.14035087719298245;;;7.75;0.3297872340425532;0.0829764453961456;Pivot
0;;;10;;;;;2;2;0;;;;;;;;;;;;14;;;71;;;;5;1;;;45.0;0.2222222222222222;0.1111111111111111;8;0.17777777777777778;0.5714285714285714;0.15151515151515152;0.13513513513513514;0.14035087719298245;;;13.1;0.2911111111111111;0.14025695931477514;Wing
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;4;0;;;28.249.999.999.999.900;0.0;0.14159292035398233;0;0.0;0.0;0.0;0.10810810810810811;0.0;;;4.6;0.16283185840707967;0.04925053533190577;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;3;0;;;25.25;0.0;0.1188118811881188;0;0.0;;0.0;0.08108108108108109;0.0;;;35.999.999.999.999.900;0.14257425742574256;0.03854389721627408;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;3;0;;;19.75;0.0;0.1518987341772152;0;0.0;;0.0;0.08108108108108109;0.0;;;35.999.999.999.999.900;0.1822784810126582;0.03854389721627408;Pivot
0;;;6;;;;;1;2;0;;;;;;;;;;;;9;;;67;;;;0;2;;;15.0;0.4;0.0;4;0.26666666666666666;0.4444444444444444;0.09090909090909091;0.0;0.07017543859649122;;;2.8;0.18666666666666665;0.029978586723768734;Wing
0;;;10;;;;;1;3;0;;;;;;;;;;;;14;;;71;;;;4;3;;;28.249.999.999.999.900;0.35398230088495586;0.14159292035398233;7;0.24778761061946908;0.5;0.15151515151515152;0.10810810810810811;0.12280701754385964;;;10.1;0.3575221238938054;0.10813704496788007;Wing
0;;;2;;;;;0;0;0;;;;;;;;;;;;2;;;100;;;;7;0;;;21.499.999.999.999.900;0.0930232558139535;0.3255813953488373;2;0.0930232558139535;1.0;0.030303030303030304;0.1891891891891892;0.03508771929824561;;;10.4;0.48372093023255824;0.11134903640256959;Pivot
0;;;7;;;;;2;1;1;;;;;;;;;;;;11;;;64;;;;1;0;;;30.0;0.23333333333333334;0.03333333333333333;6;0.2;0.5454545454545454;0.10606060606060606;0.02702702702702703;0.10526315789473684;;;6.55;0.21833333333333332;0.07012847965738757;Wing
0;;;9;;;;;1;0;0;;;;;;;;;;;;10;;;90;;;;0;1;;;21.499.999.999.999.900;0.4186046511627908;0.0;9;0.4186046511627908;0.9;0.13636363636363635;0.0;0.15789473684210525;;;8.3;0.3860465116279071;0.08886509635974305;Wing
0;;;4;;;;;3;0;0;;;;;;;;;;;;7;;;57;;;;3;0;;;23.499.999.999.999.900;0.17021276595744683;0.12765957446808512;4;0.17021276595744683;0.5714285714285714;0.06060606060606061;0.08108108108108109;0.07017543859649122;;;7.0;0.29787234042553196;0.07494646680942184;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;0;;;16.749.999.999.999.900;0.0;0.11940298507462689;0;0.0;;0.0;0.05405405405405406;0.0;;;2.4;0.14328358208955227;0.025695931477516056;Pivot
0;;;10;;;;;3;1;0;;;;;;;;;;;;14;;;71;;;;4;0;;;16.749.999.999.999.900;0.5970149253731345;0.23880597014925378;9;0.537313432835821;0.6428571428571429;0.15151515151515152;0.10810810810810811;0.15789473684210525;;;13.2;0.7880597014925375;0.14132762312633831;Wing
0;;;4;;;;;4;0;0;;;;;;;;;;;;8;;;50;;;;4;1;;;3.249.999.999.999.990;0.1230769230769231;0.1230769230769231;4;0.1230769230769231;0.5;0.07547169811320754;0.125;0.0851063829787234;;;7.5;0.2307692307692308;0.09986684420772304;Pivot
0;;;10;;;;;2;1;0;;;;;;;;;;;;13;;;77;;;;2;0;;;36.5;0.273972602739726;0.0547945205479452;9;0.2465753424657534;0.6923076923076923;0.18867924528301888;0.0625;0.19148936170212766;;;11.0;0.3013698630136986;0.14647137150466047;Wing
0;;;7;;;;;8;0;0;;;;;;;;;;;;15;;;47;;;;8;1;;;45.0;0.15555555555555556;0.17777777777777778;7;0.15555555555555556;0.4666666666666667;0.1320754716981132;0.25;0.14893617021276595;;;14.5;0.32222222222222224;0.1930758988015979;Wing
0;;;5;;;;;1;1;0;;;;;;;;;;;;7;;;71;;;;1;4;;;24.750.000.000.000.000;0.202020202020202;0.0404040404040404;4;0.1616161616161616;0.5714285714285714;0.09433962264150944;0.03125;0.0851063829787234;;;3.0;0.1212121212121212;0.03994673768308922;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;1;0;;;15.0;0.0;0.06666666666666667;0;0.0;;0.0;0.03125;0.0;;;1.2;0.08;0.015978695073235686;Pivot
0;;;8;;;;;6;3;1;;;;;;;;;;;;18;;;44;;;;9;0;;;45.0;0.17777777777777778;0.2;5;0.1111111111111111;0.2777777777777778;0.1509433962264151;0.28125;0.10638297872340426;;;14.349.999.999.999.900;0.31888888888888883;0.1910785619174434;Wing
0;;;18;;;;;6;1;1;;;;;;;;;;;;26;;;69;;;;3;2;;;4.249.999.999.999.990;0.42352941176470593;0.07058823529411766;17;0.4000000000000001;0.6538461538461539;0.33962264150943394;0.09375;0.3617021276595745;;;18.15;0.4270588235294118;0.24167776298268975;Wing
0;;;1;;;;;2;0;0;;;;;;;;;;;;3;;;33;;;;4;0;;;23.499.999.999.999.900;0.04255319148936171;0.17021276595744683;1;0.04255319148936171;0.3333333333333333;0.018867924528301886;0.125;0.02127659574468085;;;53.999.999.999.999.900;0.2297872340425532;0.07190412782956059;Pivot
0;;;10;;;;;3;6;2;;;;;;;;;;;;21;;;48;;;;1;1;;;4.299.999.999.999.990;0.23255813953488377;0.023255813953488375;4;0.0930232558139535;0.19047619047619047;0.21739130434782608;0.034482758620689655;0.10810810810810811;;;35.999.999.999.999.900;0.08372093023255814;0.06035205364626991;Wing
0;;;10;;;;;3;0;0;;;;;;;;;;;;13;;;77;;;;1;0;;;21.0;0.47619047619047616;0.047619047619047616;10;0.47619047619047616;0.7692307692307693;0.21739130434782608;0.034482758620689655;0.2702702702702703;;;10.6;0.5047619047619047;0.17770326906957254;Wing
0;;;2;;;;;1;0;0;;;;;;;;;;;;3;;;67;;;;6;2;;;45.0;0.044444444444444446;0.13333333333333333;2;0.044444444444444446;0.6666666666666666;0.043478260869565216;0.20689655172413793;0.05405405405405406;;;7.999.999.999.999.990;0.17777777777777776;0.13411567476948869;Pivot
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;4;2;;;45.0;0.0;0.08888888888888889;0;0.0;0.0;0.0;0.13793103448275862;0.0;;;35.999.999.999.999.900;0.07999999999999999;0.06035205364626991;Pivot
0;;;17;;;;;9;1;1;;;;;;;;;;;;28;;;61;;;;3;1;;;45.0;0.37777777777777777;0.06666666666666667;16;0.35555555555555557;0.5714285714285714;0.3695652173913043;0.10344827586206896;0.43243243243243246;;;17.049.999.999.999.900;0.37888888888888883;0.28583403185247275;Wing
1;;;0;;;;;3;0;0;;;;;;;;;;;;3;;;0;;;;0;0;;;21.666.666.666.666.600;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-0.6000000000000001;-0.027692307692307697;-0.010058675607711655;Pivot
1;;;6;;;;;8;1;2;;;;;;;;;;;;17;;;35;;;;8;1;;;45.0;0.13333333333333333;0.17777777777777778;5;0.1111111111111111;0.29411764705882354;0.13043478260869565;0.27586206896551724;0.13513513513513514;;;12.0;0.26666666666666666;0.20117351215423304;Wing
0;;;1;;;;;1;0;0;;;;;;;;;;;;2;;;50;;;;1;0;;;24.0;0.041666666666666664;0.041666666666666664;1;0.041666666666666664;0.5;0.021739130434782608;0.034482758620689655;0.02702702702702703;;;2.0;0.08333333333333333;0.03352891869237218;Pivot
0;;;0;;;;;3;1;0;;;;;;;;;;;;4;;;0;;;;5;2;;;2.533.333.333.333.330;0.0;0.1973684210526316;-1;-0.03947368421052632;-0.25;0.0;0.1724137931034483;-0.02702702702702703;;;3.4;0.1342105263157895;0.056999161777032695;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;2;0;;;45.0;0.0;0.044444444444444446;0;0.0;;0.0;0.06896551724137931;0.0;;;2.4;0.05333333333333333;0.03980099502487562;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;0;0;;;0.0;;;0;;;0.0;0.0;0.0;;;0.0;;0.0;Pivot
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;1;;;45.0;0.0;0.13333333333333333;0;0.0;;0.0;0.20689655172413793;0.0;;;6.699.999.999.999.990;0.14888888888888888;0.1111111111111111;Pivot
1;;;1;;;;;3;0;0;;;;;;;;;;;;4;;;25;;;;4;0;;;3.450.000.000.000.000;0.028985507246376805;0.11594202898550722;1;0.028985507246376805;0.25;0.022727272727272728;0.13793103448275862;0.02631578947368421;;;5.199.999.999.999.990;0.15072463768115937;0.08623548922056384;Wing
0;;;0;;;;;0;2;0;;;;;;;;;;;;2;;;0;;;;0;0;;;10.5;0.0;0.0;-2;-0.19047619047619047;-1.0;0.0;0.0;-0.05263157894736842;;;-2.0;-0.19047619047619047;-0.03316749585406302;Wing
0;;;11;;;;;6;2;3;;;;;;;;;;;;22;;;50;;;;6;0;;;45.0;0.24444444444444444;0.13333333333333333;9;0.2;0.4090909090909091;0.25;0.20689655172413793;0.23684210526315788;;;14.25;0.31666666666666665;0.236318407960199;Wing
0;;;8;;;;;14;0;0;;;;;;;;;;;;22;;;36;;;;2;3;;;45.0;0.17777777777777778;0.044444444444444446;8;0.17777777777777778;0.36363636363636365;0.18181818181818182;0.06896551724137931;0.21052631578947367;;;6.1;0.13555555555555554;0.1011608623548922;Wing
0;;;19;;;;;14;0;0;;;;;;;;;;;;33;;;58;;;;3;3;;;45.0;0.4222222222222222;0.06666666666666667;19;0.4222222222222222;0.5757575757575758;0.4318181818181818;0.10344827586206896;0.5;;;18.299.999.999.999.900;0.4066666666666666;0.30348258706467657;Wing
0;;;5;;;;;3;2;1;;;;;;;;;;;;11;;;45;;;;6;0;;;45.0;0.1111111111111111;0.13333333333333333;3;0.06666666666666667;0.2727272727272727;0.11363636363636363;0.20689655172413793;0.07894736842105263;;;9.35;0.20777777777777778;0.1550580431177446;Pivot
0;;;3;;;;;3;1;1;;;;;;;;;;;;8;;;38;;;;3;0;;;11.750.000.000.000.000;0.25531914893617014;0.25531914893617014;2;0.17021276595744675;0.25;0.061224489795918366;0.075;0.047619047619047616;;;4.75;0.40425531914893603;0.06192959582790091;Pivot
0;;;18;;;;;7;1;1;;;;;;;;;;;;27;;;67;;;;3;2;;;37.75;0.4768211920529801;0.07947019867549669;17;0.4503311258278146;0.6296296296296297;0.3673469387755102;0.075;0.40476190476190477;;;17.95;0.47549668874172185;0.23402868318122555;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;5;1;;;45.0;0.0;0.1111111111111111;0;0.0;0.0;0.0;0.125;0.0;;;5.3;0.11777777777777777;0.06910039113428944;Pivot
0;;;4;;;;;4;0;0;;;;;;;;;;;;8;;;50;;;;1;3;;;3.324.999.999.999.990;0.12030075187969927;0.030075187969924817;4;0.12030075187969927;0.5;0.08163265306122448;0.025;0.09523809523809523;;;29.000.000.000.000.000;0.08721804511278199;0.03780964797913951;Wing
0;;;2;;;;;2;0;0;;;;;;;;;;;;4;;;50;;;;2;1;;;10.166.666.666.666.600;0.19672131147540986;0.19672131147540986;2;0.19672131147540986;0.5;0.04081632653061224;0.05;0.047619047619047616;;;3.5;0.3442622950819672;0.04563233376792699;Wing
0;;;1;;;;;0;0;0;;;;;;;;;;;;1;;;100;;;;9;1;;;45.0;0.022222222222222223;0.2;1;0.022222222222222223;1.0;0.02040816326530612;0.225;0.023809523809523808;;;11.299.999.999.999.900;0.25111111111111106;0.14732724902216426;Pivot
0;;;0;;;;;2;2;0;;;;;;;;;;;;4;;;0;;;;0;1;;;7.250.000.000.000.000;0.0;0.0;-2;-0.2758620689655172;-0.5;0.0;0.0;-0.047619047619047616;;;-2.9;-0.3999999999999999;-0.0378096479791395;Wing
0;;;7;;;;;6;0;0;;;;;;;;;;;;13;;;54;;;;3;0;;;27.083.333.333.333.300;0.25846153846153846;0.11076923076923077;7;0.25846153846153846;0.5384615384615384;0.14285714285714285;0.075;0.16666666666666666;;;9.399.999.999.999.990;0.34707692307692306;0.12255541069100388;Wing
0;;;0;;;;;2;0;0;;;;;;;;;;;;2;;;0;;;;0;2;;;11.750.000.000.000.000;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-1.4;-0.11914893617021272;-0.018252933507170794;Wing
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;6;1;;;45.0;0.0;0.13333333333333333;0;0.0;;0.0;0.15;0.0;;;6.699.999.999.999.990;0.14888888888888888;0.08735332464146023;Pivot
0;;;14;;;;;2;3;0;;;;;;;;;;;;19;;;74;;;;8;2;;;41.0;0.34146341463414637;0.1951219512195122;11;0.2682926829268293;0.5789473684210527;0.2857142857142857;0.2;0.2619047619047619;;;19.2;0.46829268292682924;0.25032594524119944;Wing
1;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;8;0;;;45.0;0.0;0.17777777777777778;0;0.0;0.0;0.0;0.20512820512820512;0.0;;;9.4;0.2088888888888889;0.10479375696767002;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;4;1;;;45.0;0.0;0.08888888888888889;0;0.0;;0.0;0.10256410256410256;0.0;;;4.3;0.09555555555555555;0.047937569676700105;Pivot
0;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;11;0;;;45.0;0.0;0.24444444444444444;0;0.0;;0.0;0.28205128205128205;0.0;;;13.2;0.29333333333333333;0.1471571906354515;Pivot
1;;;5;;;;;1;1;0;;;;;;;;;;;;7;;;71;;;;3;2;;;23.499.999.999.999.900;0.21276595744680854;0.12765957446808512;4;0.17021276595744683;0.5714285714285714;0.08333333333333333;0.07692307692307693;0.07407407407407407;;;63.999.999.999.999.900;0.2723404255319149;0.0713489409141583;Wing
0;;;5;;;;;4;1;2;;;;;;;;;;;;12;;;42;;;;0;2;;;27.333.333.333.333.300;0.18292682926829268;0.0;4;0.14634146341463417;0.3333333333333333;0.08333333333333333;0.0;0.07407407407407407;;;17.000.000.000.000.000;0.06219512195121952;0.0189520624303233;Wing
0;;;13;;;;;5;0;1;;;;;;;;;;;;19;;;68;;;;4;4;;;39.166.666.666.666.600;0.3319148936170213;0.1021276595744681;13;0.3319148936170213;0.6842105263157895;0.21666666666666667;0.10256410256410256;0.24074074074074073;;;14.55;0.3714893617021277;0.16220735785953178;Wing
0;;;15;;;;;1;2;1;;;;;;;;;;;;19;;;79;;;;6;3;;;30.0;0.5;0.2;13;0.43333333333333335;0.6842105263157895;0.25;0.15384615384615385;0.24074074074074073;;;18.25;0.6083333333333333;0.20345596432552954;Wing
0;;;3;;;;;0;2;0;;;;;;;;;;;;5;;;60;;;;1;2;;;2.333.333.333.333.330;0.1285714285714286;0.042857142857142864;1;0.042857142857142864;0.2;0.05;0.02564102564102564;0.018518518518518517;;;1.2;0.051428571428571435;0.013377926421404682;Pivot
0;;;19;;;;;1;0;0;;;;;;;;;;;;20;;;95;;;;2;1;;;36.666.666.666.666.600;0.5181818181818182;0.05454545454545455;19;0.5181818181818182;0.95;0.31666666666666665;0.05128205128205128;0.35185185185185186;;;20.7;0.5645454545454546;0.23076923076923075;Wing
0;;;9;;;;;7;3;0;;;;;;;;;;;;19;;;47;;;;2;3;;;45.0;0.2;0.044444444444444446;6;0.13333333333333333;0.3157894736842105;0.24324324324324326;0.15384615384615385;0.20689655172413793;;;5.5;0.12222222222222222;0.1877133105802048;Wing
0;;;3;;;;;4;0;1;;;;;;;;;;;;8;;;38;;;;2;3;;;4.266.666.666.666.660;0.07031249999999999;0.04687499999999999;3;0.07031249999999999;0.375;0.08108108108108109;0.15384615384615385;0.10344827586206896;;;28.499.999.999.999.900;0.06679687499999998;0.09726962457337884;Pivot
0;;;4;;;;;4;0;0;;;;;;;;;;;;8;;;50;;;;3;1;;;45.0;0.08888888888888889;0.06666666666666667;4;0.08888888888888889;0.5;0.10810810810810811;0.23076923076923078;0.13793103448275862;;;6.3;0.13999999999999999;0.2150170648464164;Pivot
0;;;6;;;;;4;2;0;;;;;;;;;;;;12;;;50;;;;1;2;;;23.0;0.2608695652173913;0.043478260869565216;4;0.17391304347826086;0.3333333333333333;0.16216216216216217;0.07692307692307693;0.13793103448275862;;;34.000.000.000.000.000;0.14782608695652175;0.11604095563139934;Wing
1;;;1;;;;;6;2;0;;;;;;;;;;;;9;;;11;;;;2;0;;;45.0;0.022222222222222223;0.044444444444444446;-1;-0.022222222222222223;-0.1111111111111111;0.02702702702702703;0.15384615384615385;-0.034482758620689655;;;0.19999999999999973;0.004444444444444438;0.006825938566552892;Pivot
1;;;8;;;;;5;0;1;;;;;;;;;;;;14;;;57;;;;0;3;;;40.5;0.19753086419753085;0.0;8;0.19753086419753085;0.5714285714285714;0.21621621621621623;0.0;0.27586206896551724;;;5.25;0.12962962962962962;0.17918088737201368;Wing
0;;;3;;;;;1;0;0;;;;;;;;;;;;4;;;75;;;;2;0;;;45.0;0.06666666666666667;0.044444444444444446;3;0.06666666666666667;0.75;0.08108108108108109;0.15384615384615385;0.10344827586206896;;;5.199.999.999.999.990;0.11555555555555554;0.17747440273037543;Pivot
