SEX;SCORED_1_LINE;SCORED_2_LINE;SCORED;DEFENCE_0;DEFENCE_1;DEFENCE_2;DEFENCE_3;DEFENCE;GIVEN_POINT;FRAME;LANDING;LINE;OTHER_ERRORS;OVERTURNING_FAILED;ENGAGE_FAILED;SWITCH_FAILED;CONSTRUCTION_FAILED;OTHER_FOULS;FOUL;TOTAL_SHOT_1_LINE;TOTAL_SHOT_2_LINE;TOTAL_SHOT;%SHOT_SCORED_1_LINE;%SHOT_SCORED_2_LINE;%SHOT_SCORED;CAUGHT_1_LINE;CAUGHT_2_LINE;DEFENSIVE_TOUCH;CAUGHT;DROPPED;TOTAL_DEFENCE;%SHOT_DEFENDED;MIN;PPM;DPM;TRUE_POINTS;TPPM;%TRUE_SHOT_SCORED;POINT_ON_TEAM;DEFENCE_ON _TEAM;TRUE_POINT_ON_TEAM;VAL_OFF;VAL_DEF;VAL;VALPM;VAL_ON_TEAM;ROLE
0;;;6;;;;;5;2;0;;;;;;;;;;;;13;;;46;;;;6;2;;;30.0;0.2;0.2;4;0.13333333333333333;0.3076923076923077;0.10714285714285714;0.17142857142857143;0.0784313725490196;;;9.2;0.30666666666666664;0.11457036114570361;Wing
0;;;7;;;;;3;0;0;;;;;;;;;;;;10;;;70;;;;1;3;;;30.0;0.23333333333333334;0.03333333333333333;7;0.23333333333333334;0.7;0.125;0.02857142857142857;0.13725490196078433;;;61.000.000.000.000.000;0.20333333333333334;0.07596513075965132;Wing
0;;;3;;;;;2;0;0;;;;;;;;;;;;5;;;60;;;;3;0;;;4.274.999.999.999.990;0.07017543859649124;0.07017543859649124;3;0.07017543859649124;0.6;0.05357142857142857;0.08571428571428572;0.058823529411764705;;;6.199.999.999.999.990;0.14502923976608187;0.0772104607721046;Pivot
0;;;6;;;;;1;1;0;;;;;;;;;;;;8;;;75;;;;2;3;;;24.083.333.333.333.300;0.2491349480968858;0.08304498269896193;5;0.20761245674740483;0.625;0.10714285714285714;0.05714285714285714;0.09803921568627451;;;5.699.999.999.999.990;0.23667820069204146;0.0709838107098381;Wing
1;;;0;;;;;0;0;1;;;;;;;;;;;;1;;;0;;;;6;1;;;45.0;0.0;0.13333333333333333;0;0.0;0.0;0.0;0.17142857142857143;0.0;;;6.449.999.999.999.990;0.1433333333333333;0.08032378580323785;Pivot
0;;;9;;;;;2;1;0;;;;;;;;;;;;12;;;75;;;;1;4;;;45.0;0.2;0.022222222222222223;8;0.17777777777777778;0.6666666666666666;0.25;0.0625;0.27586206896551724;;;6.8;0.1511111111111111;0.2332761578044597;Wing
0;;;11;;;;;4;0;0;;;;;;;;;;;;15;;;73;;;;2;4;;;45.0;0.24444444444444444;0.044444444444444446;11;0.24444444444444444;0.7333333333333333;0.3055555555555556;0.125;0.3793103448275862;;;10.6;0.23555555555555555;0.36363636363636365;Wing
0;;;0;;;;;1;0;0;;;;;;;;;;;;1;;;0;;;;0;2;;;15.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-1.2;-0.08;-0.0411663807890223;Pivot
0;;;1;;;;;5;1;0;;;;;;;;;;;;7;;;14;;;;7;2;;;45.0;0.022222222222222223;0.15555555555555556;0;0.0;0.0;0.027777777777777776;0.4375;0.0;;;6.4;0.14222222222222222;0.21955403087478562;Pivot
1;;;0;;;;;3;0;0;;;;;;;;;;;;3;;;0;;;;0;2;;;3.324.999.999.999.990;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;;-1.6;-0.04812030075187971;-0.054888507718696404;Pivot
1;;;3;;;;;5;0;0;;;;;;;;;;;;8;;;38;;;;1;2;;;45.0;0.06666666666666667;0.022222222222222223;3;0.06666666666666667;0.375;0.08333333333333333;0.0625;0.10344827586206896;;;2.2;0.04888888888888889;0.07547169811320756;Pivot
0;;;7;;;;;7;2;0;;;;;;;;;;;;16;;;44;;;;1;2;;;41.75;0.16766467065868262;0.023952095808383235;5;0.11976047904191617;0.3125;0.19444444444444445;0.0625;0.1724137931034483;;;3.8;0.09101796407185628;0.13036020583190394;Wing
0;;;5;;;;;7;3;1;;;;;;;;;;;;16;;;31;;;;4;6;;;45.0;0.1111111111111111;0.08888888888888889;2;0.044444444444444446;0.125;0.1388888888888889;0.25;0.06896551724137931;;;21.499.999.999.999.900;0.047777777777777766;0.07375643224699827;Wing
0;;;8;;;;;12;2;3;;;;;;;;;;;;25;;;32;;;;1;5;;;4.391.666.666.666.660;0.18216318785578745;0.02277039848197343;6;0.13662239089184058;0.24;0.2857142857142857;0.04;0.24;;;15.499.999.999.999.900;0.03529411764705881;0.046199701937406835;Wing
0;;;11;;;;;7;0;2;;;;;;;;;;;;20;;;55;;;;12;4;;;45.0;0.24444444444444444;0.26666666666666666;11;0.24444444444444444;0.55;0.39285714285714285;0.48;0.44;;;21.5;0.4777777777777778;0.6408345752608047;Wing
0;;;3;;;;;14;0;1;;;;;;;;;;;;18;;;17;;;;3;4;;;37.75;0.07947019867549669;0.07947019867549669;3;0.07947019867549669;0.16666666666666666;0.10714285714285714;0.12;0.12;;;15.499.999.999.999.900;0.041059602649006606;0.04619970193740683;Wing
0;;;1;;;;;2;1;0;;;;;;;;;;;;4;;;25;;;;2;5;;;3.541.666.666.666.660;0.028235294117647067;0.056470588235294134;0;0.0;0.0;0.03571428571428571;0.08;0.0;;;-0.5;-0.014117647058823533;-0.014903129657228016;Wing
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;3;3;;;16.833.333.333.333.300;0.0;0.17821782178217824;0;0.0;;0.0;0.12;0.0;;;20.999.999.999.999.900;0.12475247524752474;0.06259314456035765;Pivot
1;;;0;;;;;0;0;0;;;;;;;;;;;;0;;;;;;;3;1;;;28.166.666.666.666.600;0.0;0.10650887573964496;0;0.0;;0.0;0.12;0.0;;;30.999.999.999.999.900;0.11005917159763312;0.09239940387481368;Pivot
0;;;5;;;;;6;0;1;;;;;;;;;;;;12;;;42;;;;1;1;;;30.0;0.16666666666666666;0.03333333333333333;5;0.16666666666666666;0.4166666666666667;0.17857142857142858;0.04;0.2;;;4.25;0.14166666666666666;0.12667660208643813;Wing
0;;;6;;;;;1;1;1;;;;;;;;;;;;9;;;67;;;;0;4;;;30;0.2;0.0;5;0.16666666666666666;0.5555555555555556;0.13333333333333333;0.0;0.12195121951219512;;;2.55;0.08499999999999999;0.033999999999999996;Wing
0;;;11;;;;;2;1;0;;;;;;;;;;;;14;;;79;;;;2;8;;;45;0.24444444444444444;0.044444444444444446;10;0.2222222222222222;0.7142857142857143;0.24444444444444444;0.043478260869565216;0.24390243902439024;;;8.0;0.17777777777777778;0.10666666666666667;Wing
0;;;7;;;;;4;0;1;;;;;;;;;;;;12;;;58;;;;3;2;;;30;0.23333333333333334;0.1;7;0.23333333333333334;0.5833333333333334;0.15555555555555556;0.06521739130434782;0.17073170731707318;;;8.55;0.28500000000000003;0.114;Wing
0;;;4;;;;;2;1;1;;;;;;;;;;;;8;;;50;;;;13;3;;;45;0.08888888888888889;0.28888888888888886;3;0.06666666666666667;0.375;0.08888888888888889;0.2826086956521739;0.07317073170731707;;;16.45;0.3655555555555555;0.21933333333333332;Pivot
1;;;2;;;;;4;0;0;;;;;;;;;;;;6;;;33;;;;1;2;;;45;0.044444444444444446;0.022222222222222223;2;0.044444444444444446;0.3333333333333333;0.044444444444444446;0.021739130434782608;0.04878048780487805;;;1.4;0.03111111111111111;0.018666666666666665;Pivot
1;;;1;;;;;7;0;0;;;;;;;;;;;;8;;;13;;;;4;2;;;30;0.03333333333333333;0.13333333333333333;1;0.03333333333333333;0.125;0.022222222222222223;0.08695652173913043;0.024390243902439025;;;33.999.999.999.999.900;0.11333333333333331;0.04533333333333333;Pivot
0;;;4;;;;;1;1;2;;;;;;;;;;;;8;;;50;;;;12;4;;;45;0.08888888888888889;0.26666666666666666;3;0.06666666666666667;0.375;0.08888888888888889;0.2608695652173913;0.07317073170731707;;;14.7;0.32666666666666666;0.19599999999999998;Wing
0;;;10;;;;;5;0;3;;;;;;;;;;;;18;;;56;;;;11;3;;;45;0.2222222222222222;0.24444444444444444;10;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2391304347826087;0.24390243902439024;;;19.95;0.4433333333333333;0.266;Wing
0;;;25;;;;;4;2;;;;;;;;;;0;;;31;;;81;;;;1;0;;;;;;;;;;;;;;22;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;8;0;;;;;;;;;;;;;;8;;;Pivot
0;;;11;;;;;4;3;;;;;;;;;;1;;;19;;;58;;;;2;6;;;;;;;;;;;;;;7.5;;;Wing
0;;;2;;;;;5;0;;;;;;;;;;0;;;7;;;29;;;;0;5;;;;;;;;;;;;;;-0.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;8;0;;;;;;;;;;;;;;8;;;Pivot
0;;;11;;;;;4;1;;;;;;;;;;5;;;21;;;52;;;;1;5;;;;;;;;;;;;;;6.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;0;;;;;;;;;;;;;;1;;;Pivot
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;1;0;;;;;;;;;;;;;;2.5;;;Wing
0;;;7;;;;;6;1;;;;;;;;;;4;;;18;;;39;;;;0;3;;;;;;;;;;;;;;1;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;12;;;;;6;2;;;;;;;;;;0;;;20;;;60;;;;3;0;;;;;;;;;;;;;;10;;;Wing
0;;;18;;;;;2;6;;;;;;;;;;1;;;27;;;67;;;;2;1;;;;;;;;;;;;;;12.5;;;Wing
1;;;0;;;;;0;1;;;;;;;;;;0;;;1;;;0;;;;3;1;;;;;;;;;;;;;;2;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;0;0;;;;;;;;;;;;;;0;;;Pivot
0;;;10;;;;;6;1;;;;;;;;;;1;;;18;;;56;;;;2;2;;;;;;;;;;;;;;7.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;3;;;;;1;0;;;;;;;;;;1;;;5;;;60;;;;1;2;;;;;;;;;;;;;;3;;;Wing
0;;;3;;;;;1;1;;;;;;;;;;0;;;5;;;60;;;;1;0;;;;;;;;;;;;;;2.5;;;Wing
0;;;25;;;;;4;2;;;;;;;;;;0;;;31;;;81;;;;1;0;;;;;;;;;;;;;;22;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;8;0;;;;;;;;;;;;;;8;;;Pivot
0;;;11;;;;;4;3;;;;;;;;;;1;;;19;;;58;;;;2;6;;;;;;;;;;;;;;7.5;;;Wing
0;;;2;;;;;5;0;;;;;;;;;;0;;;7;;;29;;;;0;5;;;;;;;;;;;;;;-0.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;8;0;;;;;;;;;;;;;;8;;;Pivot
0;;;11;;;;;4;1;;;;;;;;;;5;;;21;;;52;;;;1;5;;;;;;;;;;;;;;6.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;0;;;;;;;;;;;;;;1;;;Pivot
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;1;0;;;;;;;;;;;;;;2.5;;;Wing
0;;;7;;;;;6;1;;;;;;;;;;4;;;18;;;39;;;;0;3;;;;;;;;;;;;;;1;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;12;;;;;6;2;;;;;;;;;;0;;;20;;;60;;;;3;0;;;;;;;;;;;;;;10;;;Wing
0;;;18;;;;;2;6;;;;;;;;;;1;;;27;;;67;;;;2;1;;;;;;;;;;;;;;12.5;;;Wing
1;;;0;;;;;0;1;;;;;;;;;;0;;;1;;;0;;;;3;1;;;;;;;;;;;;;;2;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;0;0;;;;;;;;;;;;;;0;;;Pivot
0;;;10;;;;;6;1;;;;;;;;;;1;;;18;;;56;;;;2;2;;;;;;;;;;;;;;7.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;3;;;;;1;0;;;;;;;;;;1;;;5;;;60;;;;1;2;;;;;;;;;;;;;;3;;;Wing
0;;;3;;;;;1;1;;;;;;;;;;0;;;5;;;60;;;;1;0;;;;;;;;;;;;;;2.5;;;Wing
0;;;12;;;;;9;1;;;;;;;;;;0;;;22;;;55;;;;4;3;;;;;;;;;;;;;;10.5;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;7;0;;;;;;;;;;;;;;8;;;Pivot
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;14;;;;;8;0;;;;;;;;;;0;;;22;;;64;;;;2;1;;;;;;;;;;;;;;12;;;Wing
0;;;11;;;;;5;2;;;;;;;;;;0;;;18;;;61;;;;5;1;;;;;;;;;;;;;;11.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;8;0;;;;;;;;;;;;;;8;;;Pivot
0;;;14;;;;;11;0;;;;;;;;;;1;;;26;;;54;;;;7;3;;;;;;;;;;;;;;15;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;0;;;;;;;;;;;;;;1;;;Pivot
1;;;8;;;;;4;3;;;;;;;;;;1;;;16;;;50;;;;3;0;;;;;;;;;;;;;;5.5;;;Wing
0;;;7;;;;;3;3;;;;;;;;;;2;;;15;;;47;;;;8;1;;;;;;;;;;;;;;9.5;;;Pivot
0;;;10;;;;;13;0;;;;;;;;;;1;;;24;;;42;;;;9;2;;;;;;;;;;;;;;12;;;Wing
1;;;5;;;;;1;0;;;;;;;;;;0;;;6;;;83;;;;2;0;;;;;;;;;;;;;;6.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;1;;;;;;;;;;;;;;3;;;Pivot
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;4;0;;;;;;;;;;;;;;4;;;Pivot
0;;;17;;;;;17;2;;;;;;;;;;0;;;36;;;47;;;;4;2;;;;;;;;;;;;;;10.5;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;0;0;;;;;;;;;;;;;;1;;;Wing
0;;;33;;;;;5;2;;;;;;;;;;0;;;40;;;83;;;;2;6;;;;;;;;;;;;;;30.5;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;10;1;;;;;;;;;;;;;;11;;;Pivot
0;;;3;;;;;2;0;;;;;;;;;;0;;;5;;;60;;;;0;1;;;;;;;;;;;;;;2;;;Wing
0;;;9;;;;;7;1;;;;;;;;;;0;;;17;;;53;;;;3;3;;;;;;;;;;;;;;7.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;7;0;;;;;;;;;;;;;;7;;;Pivot
0;;;4;;;;;3;0;;;;;;;;;;0;;;7;;;57;;;;1;0;;;;;;;;;;;;;;3.5;;;Wing
0;;;6;;;;;4;0;;;;;;;;;;2;;;12;;;50;;;;4;1;;;;;;;;;;;;;;7;;;Wing
0;;;2;;;;;0;0;;;;;;;;;;0;;;2;;;100;;;;2;2;;;;;;;;;;;;;;4;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;7;2;;;;;;;;;;;;;;7;;;Pivot
0;;;13;;;;;7;2;;;;;;;;;;1;;;23;;;57;;;;2;0;;;;;;;;;;;;;;9;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;11;;;;;7;0;;;;;;;;;;0;;;18;;;61;;;;4;6;;;;;;;;;;;;;;11.5;;;Wing
0;;;7;;;;;5;1;;;;;;;;;;1;;;14;;;50;;;;4;1;;;;;;;;;;;;;;7;;;Wing
0;;;5;;;;;1;0;;;;;;;;;;0;;;6;;;83;;;;0;0;;;;;;;;;;;;;;4.5;;;Pivot
0;;;7;;;;;5;1;;;;;;;;;;1;;;14;;;50;;;;2;3;;;;;;;;;;;;;;5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;3;;;;;5;0;;;;;;;;;;0;;;8;;;38;;;;1;0;;;;;;;;;;;;;;1.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;1;;;;;;;;;;;;;;2;;;Pivot
0;;;1;;;;;5;1;;;;;;;;;;0;;;7;;;14;;;;0;0;;;;;;;;;;;;;;-2.5;;;Wing
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;1;1;;;;;;;;;;;;;;2.5;;;Wing
0;;;13;;;;;4;1;;;;;;;;;;0;;;18;;;72;;;;1;0;;;;;;;;;;;;;;11;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;14;;;;;4;0;;;;;;;;;;2;;;20;;;70;;;;3;2;;;;;;;;;;;;;;14;;;Wing
0;;;13;;;;;6;0;;;;;;;;;;3;;;22;;;59;;;;0;3;;;;;;;;;;;;;;8.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;5;0;;;;;;;;;;;;;;5;;;Pivot
0;;;8;;;;;3;2;;;;;;;;;;7;;;20;;;40;;;;1;7;;;;;;;;;;;;;;2;;;Wing
0;;;10;;;;;4;0;;;;;;;;;;0;;;14;;;71;;;;2;1;;;;;;;;;;;;;;10;;;Wing
0;;;21;;;;;6;1;;;;;;;;;;2;;;30;;;70;;;;1;2;;;;;;;;;;;;;;17;;;Wing
0;;;2;;;;;0;0;;;;;;;;;;0;;;2;;;100;;;;10;0;;;;;;;;;;;;;;12;;;Pivot
0;;;4;;;;;4;0;;;;;;;;;;2;;;10;;;40;;;;1;1;;;;;;;;;;;;;;2;;;Wing
0;;;4;;;;;2;0;;;;;;;;;;1;;;7;;;57;;;;0;1;;;;;;;;;;;;;;2.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;1;;;;;;;;;;;;;;1;;;Pivot
0;;;9;;;;;0;0;;;;;;;;;;2;;;11;;;82;;;;3;2;;;;;;;;;;;;;;11;;;Wing
0;;;10;;;;;2;1;;;;;;;;;;3;;;16;;;63;;;;2;3;;;;;;;;;;;;;;8.5;;;Wing
0;;;9;;;;;2;0;;;;;;;;;;1;;;12;;;75;;;;1;2;;;;;;;;;;;;;;8.5;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;2;0;;;;;;;;;;;;;;3;;;Pivot
0;;;13;;;;;4;1;;;;;;;;;;0;;;18;;;72;;;;1;0;;;;;;;;;;;;;;11;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;14;;;;;4;0;;;;;;;;;;1;;;19;;;74;;;;3;2;;;;;;;;;;;;;;14.5;;;Wing
0;;;13;;;;;6;0;;;;;;;;;;0;;;19;;;68;;;;0;3;;;;;;;;;;;;;;10;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;0;;;;;;;;;;;;;;2;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;5;0;;;;;;;;;;;;;;5;;;Pivot
0;;;8;;;;;3;2;;;;;;;;;;1;;;14;;;57;;;;1;7;;;;;;;;;;;;;;5;;;Wing
0;;;10;;;;;4;0;;;;;;;;;;0;;;14;;;71;;;;2;1;;;;;;;;;;;;;;10;;;Wing
0;;;21;;;;;6;1;;;;;;;;;;0;;;28;;;75;;;;1;2;;;;;;;;;;;;;;18;;;Wing
0;;;2;;;;;0;0;;;;;;;;;;0;;;2;;;100;;;;10;0;;;;;;;;;;;;;;12;;;Pivot
0;;;4;;;;;4;0;;;;;;;;;;2;;;10;;;40;;;;1;1;;;;;;;;;;;;;;2;;;Wing
0;;;4;;;;;2;0;;;;;;;;;;1;;;7;;;57;;;;0;1;;;;;;;;;;;;;;2.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;1;;;;;;;;;;;;;;1;;;Pivot
0;;;9;;;;;0;0;;;;;;;;;;0;;;9;;;100;;;;3;2;;;;;;;;;;;;;;12;;;Wing
0;;;10;;;;;2;1;;;;;;;;;;2;;;15;;;67;;;;2;3;;;;;;;;;;;;;;9;;;Wing
0;;;9;;;;;2;0;;;;;;;;;;0;;;11;;;82;;;;1;2;;;;;;;;;;;;;;9;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;2;0;;;;;;;;;;;;;;3;;;Pivot
0;;;30;;;;;6;3;;;;;;;;;;3;;;42;;;71;;;;0;5;;;;;;;;;;;;;;22.5;;;Wing
0;;;0;;;;;3;0;;;;;;;;;;0;;;3;;;0;;;;7;1;;;;;;;;;;;;;;5.5;;;Pivot
0;;;6;;;;;3;0;;;;;;;;;;0;;;9;;;67;;;;3;2;;;;;;;;;;;;;;7.5;;;Wing
1;;;1;;;;;3;0;;;;;;;;;;0;;;4;;;25;;;;1;1;;;;;;;;;;;;;;0.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;5;0;;;;;;;;;;;;;;5;;;Pivot
0;;;15;;;;;4;2;;;;;;;;;;0;;;21;;;71;;;;0;5;;;;;;;;;;;;;;11;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;12;0;;;;;;;;;;;;;;12;;;Pivot
0;;;8;;;;;10;0;;;;;;;;;;0;;;18;;;44;;;;1;0;;;;;;;;;;;;;;4;;;Wing
0;;;0;;;;;2;0;;;;;;;;;;0;;;2;;;0;;;;3;0;;;;;;;;;;;;;;2;;;Pivot
0;;;11;;;;;5;0;;;;;;;;;;0;;;16;;;69;;;;2;3;;;;;;;;;;;;;;10.5;;;Wing
0;;;3;;;;;2;2;;;;;;;;;;1;;;8;;;38;;;;3;3;;;;;;;;;;;;;;2.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;14;;;;;4;2;;;;;;;;;;2;;;22;;;64;;;;2;6;;;;;;;;;;;;;;11;;;Pivot
0;;;6;;;;;3;1;;;;;;;;;;0;;;10;;;60;;;;0;1;;;;;;;;;;;;;;3.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;3;0;;;;;;;;;;;;;;3;;;Pivot
0;;;3;;;;;2;0;;;;;;;;;;0;;;5;;;60;;;;2;0;;;;;;;;;;;;;;4;;;Pivot
0;;;17;;;;;7;0;;;;;;;;;;4;;;28;;;61;;;;1;2;;;;;;;;;;;;;;12.5;;;Wing
0;;;7;;;;;1;1;;;;;;;;;;0;;;9;;;78;;;;4;1;;;;;;;;;;;;;;9.5;;;Pivot
0;;;5;;;;;5;0;;;;;;;;;;0;;;10;;;50;;;;1;8;;;;;;;;;;;;;;3.5;;;Wing
0;;;11;;;;;6;3;;;;;;;;;;0;;;20;;;55;;;;2;4;;;;;;;;;;;;;;7;;;Wing
0;;;5;;;;;1;2;;;;;;;;;;0;;;8;;;63;;;;2;1;;;;;;;;;;;;;;4.5;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;1;;;;;;;;;;;;;;1;;;Pivot
0;;;1;;;;;1;0;;;;;;;;;;0;;;2;;;50;;;;0;2;;;;;;;;;;;;;;0.5;;;Pivot
0;;;2;;;;;1;0;;;;;;;;;;0;;;3;;;67;;;;0;1;;;;;;;;;;;;;;1.5;;;Wing
0;;;23;;;;;1;0;;;;;;;;;;0;;;24;;;96;;;;1;1;;;;;;;;;;;;;;23.5;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;2;2;;;;;;;;;;;;;;3;;;Pivot
0;;;11;;;;;1;0;;;;;;;;;;1;;;13;;;85;;;;2;5;;;;;;;;;;;;;;12;;;Wing
0;;;8;;;;;2;0;;;;;;;;;;0;;;10;;;80;;;;1;4;;;;;;;;;;;;;;8;;;Wing
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;0;;;;;;;;;;;;;;1;;;Pivot
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;6;3;;;;;;;;;;;;;;6;;;Pivot
0;;;2;;;;;0;0;;;;;;;;;;0;;;2;;;100;;;;3;4;;;;;;;;;;;;;;5;;;Wing
0;;;6;;;;;5;1;;;;;;;;;;0;;;12;;;50;;;;1;1;;;;;;;;;;;;;;3.5;;;Wing
0;;;6;;;;;2;0;;;;;;;;;;0;;;8;;;75;;;;3;3;;;;;;;;;;;;;;8;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;0;;;;;;;;;;;;;;1;;;Pivot
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;1;2;;;;;;;;;;;;;;1;;;Pivot
0;;;9;;;;;10;1;;;;;;;;;;1;;;21;;;43;;;;2;2;;;;;;;;;;;;;;4.5;;;Wing
0;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;9;1;;;;;;;;;;;;;;9;;;Pivot
0;;;14;;;;;5;1;;;;;;;;;;0;;;20;;;70;;;;4;2;;;;;;;;;;;;;;14.5;;;Wing
0;;;9;;;;;8;0;;;;;;;;;;0;;;17;;;53;;;;2;3;;;;;;;;;;;;;;7;;;Wing
0;;;6;;;;;3;2;;;;;;;;;;0;;;11;;;55;;;;8;2;;;;;;;;;;;;;;10.5;;;Pivot
1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;;;;;2;1;;;;;;;;;;;;;;2;;;Pivot
0;;;10;;;;;6;0;;;;;;;;;;0;;;16;;;63;;;;4;4;;;;;;;;;;;;;;11;;;Wing
0;;;1;;;;;4;0;;;;;;;;;;0;;;5;;;20;;;;3;1;;;;;;;;;;;;;;2;;;Wing
0;;;1;;;;;0;0;;;;;;;;;;0;;;1;;;100;;;;0;0;;;;;;;;;;;;;;1;;;Wing
0;;;10;;;;;2;1;;;;;;;;;;1;;;14;;;71;;;;4;2;;;;;;;;;;;;;;11.5;;;Wing
0;;;2;;;;;2;0;;;;;;;;;;0;;;4;;;50;;;;8;1;;;;;;;;;;;;;;9;;;Pivot
0;;;7;;;;;10;1;;;;;;;;;;1;;;19;;;37;;;;6;5;;;;;;;;;;;;;;6.5;;;Wing
0;;;20;;;;;13;1;;;;;;;;;;0;;;34;;;59;;;;4;1;;;;;;;;;;;;;;16.5;;;Wing
1;;;0;;;;;1;0;;;;;;;;;;0;;;1;;;0;;;;5;0;;;;;;;;;;;;;;4.5;;;Pivot
0;;;2;;;;;0;0;;;;;;;;;;0;;;2;;;100;;;;8;1;;;;;;;;;;;;;;10;;;Pivot
0;;;13;;;;;6;0;;;;;;;;;;1;;;20;;;65;;;;1;1;;;;;;;;;;;;;;10.5;;;Wing
0;;;13;;;;;7;3;;;;;;;;;;0;;;23;;;57;;;;1;4;;;;;;;;;;;;;;7.5;;;Wing
